id,cod_dep,year,depa,geo_area,coord_x,coord_y,area_k,pob,atenciones,morbilidad,t_morbi,tot_tb_new,t_incidencia,tbp_to_new,t_tbp_new,to_tbp_bkp,t_incid_tbp_bkp,fall_tb,t_mortalidad,t_letalidad,sr_i,sr_e,sr_e_bkp,sr_dx_tb_bkpn,sri_atenciones,ser_sri,positividad_sre,tb_extrapul,contact_cen,contac_exam,p_cont_exam,contac_tb,p_contac_tb,contac_tb_bk,contac_tb_mdr_exam,contac_tb_mdr_exam_con_tb,cont_19_cen_px_bk,cont_19_con_quimio,qumio_pac_vih,tb_vih,tasa_tb_vih,tb_vih_nuevos,tasa_tb_vih_nuevos,tb_vih_pulm,tasa_tb_vih_pulm,tb_vih_antes_tratado,tasa_tb_vih_antes_tratado,tb_mdr,tb_xdr,t_mdr,t_xdr,Individ_tx,Estand_tx,Emp_tx,total_retra,gestante,trabajador_salud,diabetes,lab_bk
262,17,2003,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,92179,231233.00,190.00,206.12,169.00,183.34,155.00,168.15,139.00,150.79,6.00,6.51,3.16,6743.00,6677.00,139.00,156.00,2.92,99.02,2.08,14.00,502.00,,,,,,,,,284.00,1.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
263,17,2004,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,104891,231233.00,170.00,162.07,153.00,145.87,136.00,129.66,148.00,141.10,7.00,6.67,4.12,6901.00,6880.00,128.00,154.00,2.98,99.70,1.86,17.00,502.00,410.00,81.67,22.00,5.37,0.00,,,190.00,145.00,0.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
264,17,2005,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,104891,239823.00,191.00,182.09,164.00,156.35,152.00,144.91,139.00,132.52,5.00,4.77,2.62,11089.00,11048.00,161.00,196.00,4.62,99.63,1.46,12.00,804.00,751.00,93.41,2.00,0.27,2.00,,,276.00,271.00,0.00,,,,,,,,,2.00,0.00,1.91,0.00,0.00,2.00,0.00,2.00,,,,
265,17,2006,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,110487,241241.00,206.00,186.45,174.00,157.48,163.00,147.53,130.00,117.66,2.00,1.81,0.97,12407.00,12407.00,154.00,200.00,5.14,100.00,1.24,11.00,765.00,751.00,98.17,0.00,0.00,0.00,,,295.00,295.00,0.00,,,,,,,,,1.00,0.00,0.91,0.00,0.00,1.00,0.00,1.00,,,,
266,17,2007,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,106036,248673.00,199.00,187.67,169.00,159.38,153.00,144.29,124.00,116.94,15.00,14.15,7.54,9279.00,9189.00,152.00,,3.73,99.03,1.65,16.00,704.00,625.00,88.78,2.00,0.32,0.00,10.00,1.00,,170.00,7.00,7.00,6.60,7.00,6.60,4.00,3.77,0.00,0.00,5.00,0.00,4.72,0.00,4.00,1.00,1.00,6.00,,3.00,,
267,17,2008,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,108413,229068.00,244.00,225.07,213.00,196.47,198.00,182.63,181.00,166.95,14.00,12.91,5.74,7562.00,7449.00,200.00,,3.30,98.51,2.69,15.00,613.00,533.00,86.95,4.00,0.75,3.00,2.00,0.00,0.00,184.00,11.00,12.00,11.07,9.00,8.30,7.00,6.46,3.00,2.77,1.00,0.00,0.92,0.00,5.00,0.00,0.00,5.00,,1.00,,
268,17,2009,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,110857,223214.00,206.00,185.82,181.00,163.27,167.00,150.64,142.00,128.09,10.00,9.02,4.85,6640.00,6612.00,168.00,,2.98,99.58,2.54,14.00,463.00,382.00,82.51,0.00,0.00,0.00,0.00,0.00,,129.00,20.00,5.00,4.51,5.00,4.51,5.00,4.51,0.00,0.00,11.00,0.00,9.92,0.00,11.00,3.00,1.00,15.00,,4.00,,
269,17,2010,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,121183,233867.00,179.00,147.71,165.00,136.16,151.00,124.60,133.00,109.75,5.00,4.13,2.79,7373.00,7280.00,153.00,,3.15,98.74,2.10,14.00,302.00,250.00,82.78,3.00,1.20,1.00,0.00,0.00,,72.00,0.00,2.00,1.65,2.00,1.65,1.00,0.83,0.00,0.00,10.00,0.00,8.25,0.00,11.00,0.00,1.00,12.00,3.00,,2.00,13.00
270,17,2011,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,"124,404",288412.00,264.00,212.21,252.00,188.90,226.00,181.67,142.00,114.14,15.00,12.06,5.68,10363.00,9927.00,201.00,,3.59,95.79,2.03,26.00,698.00,643.00,92.12,9.00,1.40,1.00,0.00,0.00,0.00,205.00,0.00,10.00,8.04,10.00,8.04,8.00,6.43,0.00,0.00,3.00,0.00,2.41,0.00,6.00,1.00,2.00,9.00,,0.00,,15.00
271,17,2012,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,127639,213692.00,235.00,184.11,217.00,155.91,186.00,134.76,166.00,122.22,7.00,5.48,3.24,10660.00,10584.00,178.00,181.00,4.70,99.24,1.69,31.00,662.00,577.00,92.06,1.00,0.19,2.00,7.00,0.00,260.00,192.00,4.00,9.00,7.05,9.00,7.05,7.00,5.48,0.00,0.00,10.00,0.00,7.83,0.00,10.00,2.00,10.00,22.00,1.00,2.00,,17.00
272,17,2013,Madre de Dios,Jungle,-70.52937722,-11.97692299,85030.71,130876,,260.00,198.70,234.00,178.80,,,172.00,131.40,,,,,,,,4.30,,,,,,,,,,,,,,,,,,,,,,,12.00,0.00,9.17,0.00,,,,,,,,
273,18,1997,Moquegua,Highland,-70.83863469,-16.860126,15814.01,140100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
274,18,1998,Moquegua,Highland,-70.83863469,-16.860126,15814.01,140100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,,,
275,18,1999,Moquegua,Highland,-70.83863469,-16.860126,15814.01,144905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
276,18,2000,Moquegua,Highland,-70.83863469,-16.860126,15814.01,147374,,193.00,130.96,159.00,107.89,122.00,82.78,102.00,69.21,7.00,4.75,3.63,10993.00,10857.00,132.00,143.00,,98.76,1.22,37.00,,788.00,,,,,,,,127.00,7.00,,,,,,,,,,0.00,0.00,0.00,0.00,3.00,0.00,3.00,,,,
277,18,2001,Moquegua,Highland,-70.83863469,-16.860126,15814.01,147374,,153.00,103.82,132.00,89.57,103.00,69.89,92.00,62.43,8.00,5.43,5.23,12413.00,12197.00,95.00,102.00,4.14,98.26,0.78,29.00,582.00,,,,,,,,,108.00,2.00,,,,,,,,,,0.00,0.00,0.00,2.00,3.00,0.00,5.00,,,,
278,18,2002,Moquegua,Highland,-70.83863469,-16.860126,15814.01,152194,,197.00,129.44,180.00,118.27,154.00,101.19,133.00,87.39,12.00,7.89,6.09,9869.00,9654.00,147.00,164.00,2.89,97.82,1.52,26.00,,,,,,,,,,164.00,5.00,,,,,,,,,,0.00,0.00,0.00,1.00,1.00,0.00,2.00,,,,
279,18,2003,Moquegua,Highland,-70.83863469,-16.860126,15814.01,154606,247998.00,156.00,100.90,143.00,92.49,113.00,73.09,94.00,60.80,3.00,1.94,1.92,10059.00,9886.00,108.00,136.00,4.06,98.28,1.09,30.00,622.00,,,,,,,,,118.00,0.00,,,,,,,,,,0.00,0.00,0.00,1.00,1.00,0.00,2.00,,,,
280,18,2004,Moquegua,Highland,-70.83863469,-16.860126,15814.01,163757,247998.00,170.00,103.81,156.00,95.26,134.00,81.83,60.00,36.64,5.00,3.05,2.94,9707.00,9503.00,122.00,140.00,3.91,97.90,1.28,22.00,622.00,587.00,94.37,6.00,1.02,2.00,,,167.00,142.00,1.00,,,,,,,,,,0.00,0.00,0.00,1.00,1.00,0.00,2.00,,,,
281,18,2005,Moquegua,Highland,-70.83863469,-16.860126,15814.01,163757,280741.00,160.00,97.71,140.00,85.49,105.00,64.12,80.00,48.85,8.00,4.89,5.00,9841.00,10346.00,102.00,118.00,3.51,105.13,0.99,35.00,575.00,519.00,90.26,4.00,0.77,1.00,,,135.00,126.00,3.00,,,,,,,,,1.00,0.00,0.61,0.00,0.00,2.00,0.00,2.00,,,,
282,18,2006,Moquegua,Highland,-70.83863469,-16.860126,15814.01,170716,299451.00,146.00,85.52,137.00,80.25,106.00,62.09,85.00,49.79,2.00,1.17,1.37,9384.00,9250.00,94.00,113.00,3.13,98.57,1.02,31.00,513.00,474.00,92.40,0.00,0.00,0.00,,,152.00,148.00,3.00,,,,,,,,,1.00,0.00,0.59,0.00,1.00,1.00,0.00,2.00,,,,
283,18,2007,Moquegua,Highland,-70.83863469,-16.860126,15814.01,168324,331815.00,144.00,85.55,122.00,72.48,95.00,56.44,85.00,50.50,7.00,4.16,4.86,13285.00,12987.00,98.00,,4.00,97.76,0.76,27.00,488.00,448.00,91.80,5.00,1.12,4.00,4.00,0.00,,97.00,1.00,4.00,2.38,3.00,1.78,1.00,0.59,1.00,0.59,2.00,0.00,1.19,0.00,1.00,0.00,4.00,5.00,,1.00,,
284,18,2008,Moquegua,Highland,-70.83863469,-16.860126,15814.01,170708,324002.00,156.00,91.38,135.00,79.08,107.00,62.68,96.00,56.24,4.00,2.34,2.56,13243.00,13206.00,114.00,,4.09,99.72,0.86,28.00,510.00,430.00,84.31,1.00,0.23,1.00,0.00,0.00,7.00,91.00,6.00,5.00,2.93,4.00,2.34,1.00,0.59,1.00,0.59,2.00,0.00,1.17,0.00,1.00,1.00,2.00,4.00,,3.00,,
285,18,2009,Moquegua,Highland,-70.83863469,-16.860126,15814.01,173190,386396.00,180.00,103.93,160.00,92.38,131.00,75.64,104.00,60.05,4.00,2.31,2.22,15513.00,15452.00,113.00,,4.02,99.61,0.73,29.00,473.00,417.00,88.16,9.00,2.16,2.00,1.00,1.00,,87.00,9.00,5.00,2.89,5.00,2.89,4.00,2.31,0.00,0.00,1.00,1.00,0.58,0.58,0.00,2.00,1.00,3.00,,0.00,,
286,18,2010,Moquegua,Highland,-70.83863469,-16.860126,15814.01,171155,333439.00,148.00,86.47,130.00,75.95,105.00,61.35,82.00,47.91,5.00,2.92,3.38,15680.00,15534.00,100.00,,4.70,99.07,0.64,25.00,404.00,359.00,88.86,2.00,0.56,2.00,7.00,2.00,,86.00,0.00,2.00,1.17,2.00,1.17,2.00,1.17,0.00,0.00,6.00,0.00,3.51,0.00,3.00,0.00,3.00,6.00,,,2.00,15.00
287,18,2011,Moquegua,Highland,-70.83863469,-16.860126,15814.01,"172,995",621814.00,214.00,123.70,203.00,115.00,163.00,94.22,124.00,71.68,10.00,5.78,4.67,21497.00,21460.00,134.00,,3.46,99.83,0.62,40.00,726.00,662.00,91.19,1.00,0.15,1.00,1.00,5.00,0.00,136.00,0.00,4.00,2.31,4.00,2.31,3.00,1.73,0.00,0.00,5.00,0.00,2.89,0.00,2.00,3.00,3.00,8.00,,0.00,,15.00
288,18,2012,Moquegua,Highland,-70.83863469,-16.860126,15814.01,174859,535509.00,181.00,103.51,164.00,93.79,130.00,74.35,96.00,54.90,10.00,5.72,5.53,23110.00,23038.00,104.00,,4.32,99.69,0.45,34.00,539.00,480.00,89.05,1.00,0.21,0.00,0.00,0.00,372.00,140.00,14.00,2.00,1.14,2.00,1.14,1.00,0.57,0.00,0.00,1.00,0.00,0.57,0.00,2.00,0.00,3.00,5.00,,0.00,,14.00
289,18,2013,Moquegua,Highland,-70.83863469,-16.860126,15814.01,176736,,153.00,86.60,144.00,81.50,,,83.00,47.00,,,,,,,,3.80,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,
290,19,1997,Pasco,Highland,-75.30764853,-10.39666853,23956.62,244665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
291,19,1998,Pasco,Highland,-75.30764853,-10.39666853,23956.62,244665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
292,19,1999,Pasco,Highland,-75.30764853,-10.39666853,23956.62,246738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
293,19,2000,Pasco,Highland,-75.30764853,-10.39666853,23956.62,247872,,176.00,71.00,158.00,63.74,140.00,56.48,106.00,42.76,6.00,2.42,3.41,18856.00,18860.00,126.00,159.00,,100.02,0.67,18.00,,701.00,,,,,,,,257.00,1.00,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
294,19,2001,Pasco,Highland,-75.30764853,-10.39666853,23956.62,247872,,144.00,58.09,132.00,53.25,119.00,48.01,101.00,40.75,3.00,1.21,2.08,21792.00,21785.00,107.00,125.00,4.96,99.97,0.49,13.00,664.00,,,,,,,,,252.00,4.00,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
295,19,2002,Pasco,Highland,-75.30764853,-10.39666853,23956.62,250540,,126.00,50.29,109.00,43.51,101.00,40.31,84.00,33.53,1.00,0.40,0.79,22058.00,22037.00,104.00,123.00,5.40,99.91,0.47,8.00,,,,,,,,,,204.00,0.00,,,,,,,,,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,,,
296,19,2003,Pasco,Highland,-75.30764853,-10.39666853,23956.62,251960,363386.00,126.00,50.01,114.00,45.25,108.00,42.86,84.00,33.34,3.00,1.19,2.38,19391.00,19391.00,94.00,105.00,5.34,100.00,0.49,6.00,382.00,,,,,,,,,169.00,1.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
297,19,2004,Pasco,Highland,-75.30764853,-10.39666853,23956.62,277475,363386.00,103.00,37.12,97.00,34.96,93.00,33.52,81.00,29.19,2.00,0.72,1.94,17290.00,17268.00,66.00,70.00,4.76,99.87,0.38,4.00,382.00,369.00,96.60,1.00,0.27,0.00,,,155.00,127.00,1.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
298,19,2005,Pasco,Highland,-75.30764853,-10.39666853,23956.62,277475,336166.00,77.00,27.75,70.00,25.23,58.00,20.90,48.00,17.30,3.00,1.08,3.90,15800.00,15335.00,63.00,74.00,4.70,97.06,0.41,12.00,301.00,284.00,94.35,0.00,0.00,0.00,,,118.00,106.00,0.00,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,,,,
299,19,2006,Pasco,Highland,-75.30764853,-10.39666853,23956.62,289510,291991.00,69.00,23.83,63.00,21.76,47.00,16.23,41.00,14.16,1.00,0.35,1.45,13523.00,13523.00,47.00,60.00,4.63,100.00,0.35,16.00,244.00,244.00,100.00,0.00,0.00,0.00,,,76.00,70.00,0.00,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
300,19,2007,Pasco,Highland,-75.30764853,-10.39666853,23956.62,281037,275652.00,104.00,37.01,97.00,34.52,84.00,29.89,78.00,27.75,0.00,0.00,0.00,12335.00,12234.00,80.00,,4.48,99.18,0.65,13.00,392.00,382.00,97.45,0.00,0.00,0.00,0.00,0.00,,28.00,2.00,1.00,0.36,1.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,,
301,19,2008,Pasco,Highland,-75.30764853,-10.39666853,23956.62,284522,265952.00,81.00,28.47,74.00,26.01,60.00,21.09,51.00,17.93,4.00,1.41,4.94,12271.00,12219.00,64.00,,4.61,99.58,0.52,14.00,281.00,256.00,91.10,3.00,1.17,0.00,0.00,0.00,32.00,120.00,7.00,3.00,1.05,3.00,1.05,2.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,,
302,19,2009,Pasco,Highland,-75.30764853,-10.39666853,23956.62,288029,278404.00,66.00,22.91,60.00,20.83,54.00,18.75,49.00,17.01,8.00,2.78,12.12,11296.00,11304.00,62.00,,4.06,100.07,0.55,6.00,163.00,151.00,92.64,0.00,0.00,0.00,0.00,0.00,,62.00,0.00,2.00,0.69,1.00,0.35,1.00,0.35,1.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,,
303,19,2010,Pasco,Highland,-75.30764853,-10.39666853,23956.62,292955,286548.00,88.00,30.04,78.00,26.63,68.00,23.21,61.00,20.82,6.00,2.05,6.82,11717.00,11695.00,60.00,,4.09,99.81,0.51,10.00,315.00,301.00,95.56,11.00,3.65,1.00,0.00,0.00,,116.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,,19.00
304,19,2011,Pasco,Highland,-75.30764853,-10.39666853,23956.62,"295,315",521186.00,106.00,35.89,86.00,29.12,78.00,26.41,68.00,23.03,4.00,1.35,3.77,16354.00,16345.00,73.00,,3.14,99.95,0.45,20.00,373.00,364.00,97.59,0.00,0.00,0.00,0.00,0.00,0.00,109.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,19.00
305,19,2012,Pasco,Highland,-75.30764853,-10.39666853,23956.62,297591,323251.00,96.00,32.26,89.00,29.91,74.00,24.87,61.00,20.50,8.00,2.69,8.33,15917.00,15902.00,55.00,,4.92,99.91,0.35,15.00,354.00,337.00,95.20,1.00,0.30,0.00,0.00,0.00,183.00,177.00,10.00,3.00,1.01,3.00,1.01,1.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,,22.00
306,19,2013,Pasco,Highland,-75.30764853,-10.39666853,23956.62,299807,,93.00,31.10,85.00,28.40,,,68.00,22.70,,,,,,,,3.90,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,
307,20,1997,Piura,Coast,-80.3345425,-5.132065793,36075.85,1631207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
308,20,1998,Piura,Coast,-80.3345425,-5.132065793,36075.85,1631207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
309,20,1999,Piura,Coast,-80.3345425,-5.132065793,36075.85,1526387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
310,20,2000,Piura,Coast,-80.3345425,-5.132065793,36075.85,1545771,,754.00,48.78,653.00,42.24,573.00,37.07,412.00,26.65,37.00,2.39,4.91,74325.00,74155.00,474.00,575.00,,99.77,0.64,80.00,,4029.00,,,,,,,,993.00,55.00,,,,,,,,,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,,,,
311,20,2001,Piura,Coast,-80.3345425,-5.132065793,36075.85,1545771,,721.00,46.64,635.00,41.08,572.00,37.00,417.00,26.98,20.00,1.29,2.77,72385.00,72250.00,489.00,589.00,1.98,99.81,0.68,63.00,3678.00,,,,,,,,,989.00,49.00,,,,,,,,,,0.00,0.00,0.00,1.00,4.00,0.00,5.00,,,,
312,20,2002,Piura,Coast,-80.3345425,-5.132065793,36075.85,1584142,,672.00,42.42,590.00,37.24,528.00,33.33,394.00,24.87,28.00,1.77,4.17,65947.00,65884.00,447.00,484.00,3.39,99.90,0.68,62.00,,,,,,,,,,938.00,71.00,,,,,,,,,,0.00,0.00,0.00,0.00,5.00,0.00,5.00,,,,
313,20,2003,Piura,Coast,-80.3345425,-5.132065793,36075.85,1603178,3030552.00,596.00,37.18,519.00,32.37,474.00,29.57,361.00,22.52,17.00,1.06,2.85,54601.00,54302.00,385.00,448.00,1.80,99.45,0.71,45.00,2844.00,,,,,,,,,659.00,92.00,,,,,,,,,,0.00,0.00,0.00,0.00,6.00,0.00,6.00,,,,
314,20,2004,Piura,Coast,-80.3345425,-5.132065793,36075.85,1685972,3030552.00,593.00,35.17,512.00,30.37,453.00,26.87,332.00,19.69,22.00,1.31,3.71,54631.00,54546.00,400.00,483.00,1.80,99.84,0.73,59.00,2844.00,2693.00,94.69,7.00,0.26,0.00,,,737.00,698.00,108.00,,,,,,,,,,0.00,0.00,0.00,1.00,6.00,0.00,7.00,,,,
315,20,2005,Piura,Coast,-80.3345425,-5.132065793,36075.85,1685972,1601489.00,597.00,35.41,509.00,30.19,435.00,25.80,332.00,19.69,22.00,1.31,3.69,46943.00,44994.00,378.00,436.00,2.93,95.85,0.84,74.00,2857.00,2570.00,89.95,27.00,1.05,7.00,,,719.00,707.00,12.00,,,,,,,,,6.00,0.00,0.36,0.00,5.00,6.00,2.00,13.00,,,,
316,20,2006,Piura,Coast,-80.3345425,-5.132065793,36075.85,1735406,1446676.00,547.00,31.52,490.00,28.24,425.00,24.49,281.00,16.19,19.00,1.10,3.47,44711.00,44683.00,317.00,397.00,3.09,99.94,0.71,65.00,2586.00,2068.00,79.97,26.00,1.26,2.00,,,661.00,648.00,581.00,,,,,,,,,7.00,0.00,0.40,0.00,2.00,12.00,4.00,18.00,,,,
317,20,2007,Piura,Coast,-80.3345425,-5.132065793,36075.85,1722715,1294464.00,537.00,31.17,481.00,27.92,412.00,23.92,287.00,16.66,17.00,0.99,3.17,53724.00,51896.00,330.00,,4.15,96.60,0.64,69.00,2212.00,1936.00,87.52,6.00,0.31,1.00,12.00,0.00,,181.00,34.00,9.00,0.52,7.00,0.41,5.00,0.29,2.00,0.12,10.00,2.00,0.58,0.12,5.00,1.00,4.00,10.00,,0.00,,
318,20,2008,Piura,Coast,-80.3345425,-5.132065793,36075.85,1733057,1583714.00,503.00,29.02,454.00,26.20,397.00,22.91,299.00,17.25,19.00,1.10,3.78,33736.00,33678.00,309.00,,2.13,99.83,0.92,57.00,2187.00,1892.00,86.51,21.00,1.11,2.00,35.00,1.00,388.00,702.00,113.00,16.00,0.92,10.00,0.58,9.00,0.52,6.00,0.35,6.00,0.00,0.35,0.00,5.00,3.00,4.00,12.00,,3.00,,
319,20,2009,Piura,Coast,-80.3345425,-5.132065793,36075.85,1752026,1643927.00,465.00,26.54,415.00,23.69,364.00,20.78,263.00,15.01,20.00,1.14,4.30,31483.00,31401.00,268.00,,1.92,99.74,0.85,51.00,2331.00,2002.00,85.89,13.00,0.65,3.00,11.00,0.00,,816.00,65.00,7.00,0.40,6.00,0.34,5.00,0.29,1.00,0.06,12.00,0.00,0.68,0.00,12.00,4.00,0.00,16.00,,0.00,,
320,20,2010,Piura,Coast,-80.3345425,-5.132065793,36075.85,1769555,1681970.00,497.00,28.09,459.00,25.94,389.00,21.98,274.00,15.48,21.00,1.19,4.23,28451.00,28428.00,299.00,,1.69,99.92,1.05,70.00,1884.00,1595.00,84.66,2.00,0.13,1.00,11.00,0.00,,495.00,40.00,9.00,0.51,6.00,0.34,6.00,0.34,3.00,0.17,6.00,0.00,0.34,0.00,4.00,5.00,0.00,9.00,2.00,,8.00,
321,20,2011,Piura,Coast,-80.3345425,-5.132065793,36075.85,"1,784,551",2136405.00,597.00,33.45,468.00,26.23,450.00,25.22,305.00,17.09,27.00,1.51,4.52,44805.00,44798.00,326.00,,2.10,99.98,0.73,95.00,2474.00,2189.00,88.48,3.00,0.14,4.00,0.00,37.00,0.00,722.00,52.00,11.00,0.62,10.00,0.56,9.00,0.50,1.00,0.06,6.00,1.00,0.34,0.06,8.00,11.00,3.00,22.00,,5.00,,
322,20,2012,Piura,Coast,-80.3345425,-5.132065793,36075.85,1799607,1660303.00,507.00,28.17,460.00,25.56,371.00,20.62,266.00,14.78,17.00,0.95,3.35,53307.00,53087.00,284.00,,3.21,99.59,0.54,89.00,2049.00,1830.00,89.31,1.00,0.06,1.00,6.00,0.00,890.00,580.00,44.00,13.00,0.72,13.00,0.72,8.00,0.44,0.00,0.00,7.00,0.00,0.39,0.00,19.00,11.00,7.00,37.00,,0.00,,
323,20,2013,Piura,Coast,-80.3345425,-5.132065793,36075.85,1814622,,539.00,29.70,514.00,28.30,,,263.00,14.50,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,17.00,0.00,0.94,0.00,,,,,,,,
324,21,1997,Puno,Highland,-69.95356523,-14.93174694,68143.9,1151770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
325,21,1998,Puno,Highland,-69.95356523,-14.93174694,68143.9,1151770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
326,21,1999,Puno,Highland,-69.95356523,-14.93174694,68143.9,1185714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,,,
327,21,2000,Puno,Highland,-69.95356523,-14.93174694,68143.9,1199398,,517.00,43.10,462.00,38.52,376.00,31.35,319.00,26.60,26.00,2.17,5.03,35630.00,35558.00,382.00,439.00,,99.80,1.07,86.00,,2499.00,,,,,,,,520.00,6.00,,,,,,,,,,0.00,0.00,0.00,0.00,3.00,0.00,3.00,,,,
328,21,2001,Puno,Highland,-69.95356523,-14.93174694,68143.9,1199398,,525.00,43.77,475.00,39.60,385.00,32.10,334.00,27.85,24.00,2.00,4.57,37889.00,37780.00,390.00,462.00,2.47,99.71,1.03,90.00,2293.00,,,,,,,,,661.00,2.00,,,,,,,,,,0.00,0.00,0.00,0.00,5.00,0.00,5.00,,,,
329,21,2002,Puno,Highland,-69.95356523,-14.93174694,68143.9,1227996,,478.00,38.93,450.00,36.65,379.00,30.86,329.00,26.79,21.00,1.71,4.39,37290.00,37200.00,365.00,424.00,2.57,99.76,0.98,71.00,,,,,,,,,,582.00,3.00,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
330,21,2003,Puno,Highland,-69.95356523,-14.93174694,68143.9,1242376,1271000.00,486.00,39.12,438.00,35.26,359.00,28.90,306.00,24.63,14.00,1.13,2.88,51825.00,49925.00,360.00,399.00,4.08,96.33,0.72,79.00,2014.00,,,,,,,,,549.00,2.00,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
331,21,2004,Puno,Highland,-69.95356523,-14.93174694,68143.9,1297103,1271000.00,503.00,38.78,444.00,34.23,363.00,27.99,279.00,21.51,19.00,1.47,3.78,55491.00,55474.00,368.00,454.00,4.37,99.97,0.66,81.00,2014.00,1702.00,84.51,6.00,0.35,1.00,,,529.00,479.00,0.00,,,,,,,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
332,21,2005,Puno,Highland,-69.95356523,-14.93174694,68143.9,1297103,1196545.00,510.00,39.32,459.00,35.39,381.00,29.37,342.00,26.37,17.00,1.31,3.33,58019.00,57835.00,387.00,443.00,4.85,99.68,0.67,78.00,1773.00,1757.00,99.10,7.00,0.40,6.00,,,558.00,501.00,0.00,,,,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,,,
