depa,year,MED,MEDTASA,ENF,EFNTASA,OBST,ODON,HOSPN,HOSPTASA,CENTRON,PUESTON,CAMAN,CAMATASA,CAMATASA2,CONSLTASA,EGRESTASA,EGRESTASA2,PARTOSSPORC,ATPRENPORC,ATPARTOPORC,DPT,OPV,BCG,ASO,ACMODPARADOLES,ACMODPARADULT,ACNATPARADOLES,ACNATPARADULT,ACTRAD,ACMOD,ACTOTAL,SEGUROPORC,SISAFILIACN,SISFILIAPORC,SISATENCN,GENEROAFP,COMSALUDN,ESCSALUDN,BUSQAYUDAVIOLEN,GESTFESO4
San Martin,2004,230,3,195,2.5,188,33,13,0.17,49,297,609,,,0.5,22.7,,45.8,83.3,48.4,88.8,88.6,88.3,82.9,,,,,,57.5,72.5,41.9,318321,40.9,480700,47.8,,,20.1,
San Martin,2005,223,2.8,188,2.4,178,35,17,0.22,43,299,602,,,0.6,39.3,,45.8,83.3,48.4,65.7,65.2,67.3,63.4,,,,,,57.5,72.5,41.86151786,318321,40.4,480700,47.8,,,,
San Martin,2006,223,3.3,188,2.8,178,35,17,0.25,43,299,602,,,0.6,39.3,,77.6,,,100,100,100,100,3.502144356,13.77833299,0.107674058,0.246341183,,,,,384188,57.3,488381,47.8,3,79,,9.778467141
San Martin,2007,223,3.3,188,2.8,178,35,17,0.25,43,299,602,,,0.6,39.3,,77.6,,,100,100,100,100,,,,,18.2,49.2,70.1,,354044,52.8,563162,47.8,3,79,,9.8
San Martin,2008,283,3.7,263,3.4,178,37,16,0.21,44,299,402,,,0.5,33.3,,69.9,,,100,100,80.7,95.4,,,,,18.14741373,52.4272094,72.73672874,,468505,60.9,1392909,,0,108,,10.84201315
San Martin,2009,330,4.3,294,3.8,253,42,19,0.25,88,333,519,,,1.6,49.3,,69.6,,63.3,79,78.3,71.3,70.8,,,,,24.3,50.8,75.1,,562032,72.9,1464443,,34,345,,83.8
San Martin,2010,365,4.6,393,4.9,307,56,11,0.14,93,344,941,,,1.6,50,,70.5,,79.4,78.2,82.3,76.3,84.1,,,,,47.83808274,22.78463815,,,564727,71.1,1637627,,,,,
San Martin,2011,365,4.5,393,4.9,307,56,11,0.14,93,344,941,,,1.6,50,,71.7,,79.2,85.4,88.1,86.7,88.8,53.6,24,,,,,,,547679,67.9,1287009,,,,,
San Martin,2012,415,5.1,449,5.5,377,72,15,0.18,105,331,911,,,1.3,48.3,,86.5,,88.3,89.9,91.7,91.1,92,48.7,25.3,,,,,,,474645,58,1051694,,,,,
Tacna ,2001,305,10.7,395,13.8,,2.6,6,0.22,21,54,566,2.3,23,3,52.3,523.4,82.2,95,87.2,87.5,76.6,87.7,89.6,,,,,,60.1,79.4,,,,,,,,,
Tacna ,2002,315,10.7,406,13.8,,2.6,6,0.22,21,54,566,2.3,23,3,52.3,523.4,82.2,95,87.2,85.1,90.7,87.5,87.5,,,,,,60.1,79.4,,,,,,,,,
Tacna ,2003,201,6.7,344,11.4,121,52,3,0.1,19,54,277,,,0.9,27.2,,82.2,95,87.2,87,87.2,91.2,79.5,,,,,,60.1,79.4,43.9,,,,48.9,,,16.8,
Tacna ,2004,199,6.4,292,9.4,119,50,3,0.1,19,54,313,,,1,27.3,,82.2,95,87.2,85.9,85.9,81.9,87.9,,,,,,60.1,79.4,33.5,72376,23.4,150135,48.9,,,16.8,
Tacna ,2005,245,7.7,270,8.5,90,29,3,0.09,17,55,314,,,1.3,45,,82.2,95,87.2,75.3,75.8,79.2,76.1,,,,,,60.1,79.4,33.45717181,72376,22.8,150135,48.9,,,,
Tacna ,2006,245,8.9,270,9.8,90,29,3,0.11,17,55,314,,,1.3,45,,74,,,78.7,78.4,81.7,71.4,1.292826752,8.840956515,0.128386952,0.455270763,,,,,82750,30.1,163044,48.9,4,91,,20.43688019
Tacna ,2007,245,8.9,270,9.8,90,29,3,0.11,17,55,314,,,1.3,45,,74,,,95.5,95.7,81.7,100,,,,,24,58.2,82.2,,72009,26.2,195698,48.9,4,91,,20.4
Tacna ,2008,185,6.1,251,8.3,90,29,2,0.07,18,55,296,,,1.4,55,,84.9,,,100,100,100,98.5,,,,,23.34234036,56.07049295,79.41283331,,73953,24.6,271399,,6,117,,5.574510506
Tacna ,2009,318,10.1,463,14.7,174,72,3,0.1,35,57,362,,,2,53.3,,92.2,,91.8,62.2,62.4,69.9,60.9,,,,,29.6,52.4,82,,81532,25.8,317398,,19,48,,74.1
Tacna ,2010,321,9.9,458,14.1,162,69,4,0.12,36,60,515,,,2.2,55.1,,92.6,,92.2,72,85.5,99.2,88,,,,,46.31016479,28.10587476,,,70337,21.7,265895,,,,,
Tacna ,2011,321,9.8,458,13.9,162,69,4,0.12,36,60,515,,,2.2,55.1,,93.2,,91.9,67,80.1,100,91.4,45.9,32.9,,,,,,,47564,14.5,107178,,,,,
Tacna ,2012,362,10.9,506,15.2,192,79,4,0.12,50,60,559,,,2.1,54.2,,94.1,,81.8,74.2,94.4,96.7,90.8,48.5,29.4,,,,,,,45208,13.6,202124,,,,,
Tumbes,2001,139,7,113,5.7,,1.7,5,0.26,23,36,340,2,19.6,4.1,47.6,476.3,85.7,92.7,88.4,89.9,82.4,85.2,93.2,,,,,,69.1,77.8,,,,,,,,,
Tumbes,2002,141,7,115,5.7,,1.7,5,0.26,23,36,340,1.96,19.6,4.1,47.6,476.3,85.7,92.7,88.4,87.5,91.8,80.4,85,,,,,,69.1,77.8,,,,,,,,,
Tumbes,2003,98,4.7,100,4.8,61,21,2,0.1,16,30,204,,,1.1,26.4,,85.7,92.7,88.4,93,93,92.2,92.6,,,,,,69.1,77.8,44.6,,,,53.9,,,10,
Tumbes,2004,98,4.6,113,5.4,63,21,2,0.09,16,30,275,,,1.1,27.7,,85.7,92.7,88.4,97,97.2,99.4,94.1,,,,,,69.1,77.8,45.3,84353,40,102143,53.9,,,10,
Tumbes,2005,100,4.6,111,5.1,71,20,2,0.09,12,32,277,,,1.1,38,,85.7,92.7,88.4,94.8,93.1,98.1,88.4,,,,,,69.1,77.8,45.25083231,84353,39.1,102143,53.9,,,,
Tumbes,2006,100,5.2,111,5.8,71,20,2,0.1,12,32,277,,,1.1,38,,92.2,,,94.8,90.2,81.2,100,2.081081081,13.61556882,0.401247401,0.792558705,,,,,96060,50.1,107705,53.9,4,47,,26.37362637
Tumbes,2007,100,5.2,111,5.8,71,20,2,0.1,12,32,277,,,1.1,38,,92.2,,,100,100,81.2,100,,,,,8.5,67.4,76.2,,89376,46.6,134277,53.9,4,47,,26.4
Tumbes,2008,121,5.8,110,5.3,72,20,2,0.1,14,31,191,,,1,46.9,,93.9,,,100,100,100,99,,,,,8.922176693,67.5129021,76.91975437,,90583,43.4,206169,,4,185,,20.74339083
Tumbes,2009,156,7.2,131,6,89,23,3,0.14,31,29,185,,,1.6,56.7,,94.4,,94.5,72,72.1,87.3,83,,,,,9.8,67,76.8,,98295,45.1,190382,,10,166,,90.5
Tumbes,2010,140,6.2,144,6.4,106,25,5,0.22,28,33,351,,,1.5,52,,96,,95.8,92.2,83.7,90.2,86.5,,,,,67.64170018,10.54949377,,,93274,41.5,226241,,,,,
Tumbes,2011,140,6.1,144,6.3,106,25,5,0.22,28,33,351,,,1.5,52,,93.5,,94.9,86.5,89,95.1,92.2,64.5,11.6,,,,,,,92901,40.7,217071,,,,,
Tumbes,2012,171,7.4,172,7.4,116,33,5,0.22,27,36,351,,,1.5,57.3,,97.4,,95.4,85,85.5,98.2,95.4,64.7,11.1,,,,,,,91101,39.4,212439,,,,,
Ucayali,2001,189,4.3,198,4.4,,0.8,3,0.07,18,162,592,1.6,16.1,2.4,36.8,367.8,46.3,72.9,45.9,85.7,83.8,82,78.4,,,,,,58.9,70.4,,,,,,,,,
Ucayali,2002,196,4.3,201,4.4,,0.8,3,0.07,18,162,592,1.61,16.1,2.4,36.8,367.8,46.3,72.9,45.9,75.2,74.9,74.1,78.8,,,,,,58.9,70.4,,,,,,,,,
Ucayali,2003,182,4,240,5.2,114,27,3,0.07,19,169,450,,,0.7,33.8,,46.3,72.9,45.9,84,83.9,85.9,84.9,,,,,,58.9,70.4,43.7,,,,43.5,,,19.3,
Ucayali,2004,180,3.9,240,5.2,114,27,3,0.06,18,170,576,,,0.5,33.1,,46.3,72.9,45.9,87.2,87.6,83.9,89.6,,,,,,58.9,70.4,42.9,203932,43.9,261546,43.5,,,19.3,
Ucayali,2005,169,3.6,256,5.5,102,26,3,0.06,14,174,576,,,0.9,43.5,,46.3,72.9,45.9,70.2,69.4,92.8,86.2,,,,,,58.9,70.4,42.86723804,203932,43.5,261546,43.5,,,,
Ucayali,2006,169,4.2,256,6.4,102,26,3,0.07,14,174,576,,,0.9,43.5,,81.1,,,79,70.3,80,61.5,2.878196369,13.15016355,0.535818856,1.185224811,,,,,246630,61.3,295189,43.5,9,88,,9.459615163
Ucayali,2007,169,4.2,256,6.4,102,26,3,0.07,14,174,576,,,0.9,43.5,,81.1,,,100,100,80,100,,,,,14.4,51.5,70.2,,244632,60.8,342509,43.5,9,88,,9.5
Ucayali,2008,199,4.4,254,5.6,102,26,3,0.07,14,177,337,,,0.8,54.6,,68.3,,,85,85.6,90.5,88.3,,,,,13.15651818,50.82452589,67.6708926,,268849,59.2,557064,,1,257,,9.756270845
Ucayali,2009,232,5.1,325,7.1,146,37,4,0.09,26,186,316,,,1.6,56.4,,65.4,,59.4,87.4,86.9,100,94.6,,,,,14.7,49.7,64.4,,293380,64,554770,,15,190,,64.4
Ucayali,2010,239,5.1,354,7.5,165,51,6,0.13,29,194,646,,,1.5,54.2,,65.9,,71.3,71.6,73,81,74.2,,,,,47.45888399,19.42565617,,,293606,62.3,525412,,,,,
Ucayali,2011,239,5,354,7.4,165,51,6,0.13,29,194,646,,,1.5,54.2,,70.2,,75.4,77.5,77.4,93.5,87.6,53.2,14.7,,,,,,,296529,62.1,429309,,,,,
Ucayali,2012,281,5.8,457,9.4,226,53,8,0.17,33,194,682,,,1.31024505,59.67764899,,80.2,,72.3,74.6,75.7,91,83.8,51.8,18.7,,,,,,,245459,50.7,357128,,,,,
